loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
874,0, Not Graduate, Yes,1400000,1800000,16,479,3000000,2700000,5500000,1200000, Rejected
875,4, Graduate, No,7000000,28000000,16,757,9400000,8400000,17200000,10200000, Approved
876,3, Not Graduate, Yes,5100000,11100000,12,346,5700000,5300000,19900000,1500000, Rejected
877,3, Not Graduate, Yes,5400000,24600000,20,349,12700000,300000,5800000,7700000, Rejected
878,1, Graduate, Yes,7500000,30400000,2,319,4800000,13600000,14400000,6700000, Rejected
879,2, Graduate, Yes,5500000,20900000,16,415,16700000,10600000,9200000,7500000, Rejected
880,0, Graduate, No,6300000,13300000,4,852,13200000,5000000,19800000,1700000, Approved
881,4, Not Graduate, No,1000000,3800000,8,733,600000,1300000,3100000,1000000, Approved
882,3, Not Graduate, No,8500000,39500000,6,730,21400000,12900000,18700000,10800000, Approved
883,3, Not Graduate, No,4500000,6100000,14,475,7300000,4100000,2500000,5400000, Rejected
884,4, Not Graduate, No,1700000,3900000,16,675,1500000,2600000,1900000,200000, Approved
885,3, Not Graduate, Yes,8100000,15700000,2,768,27300000,8800000,5500000,5900000, Approved
886,2, Not Graduate, No,7300000,18800000,14,620,18800000,16000000,25300000,1900000, Approved
887,4, Not Graduate, Yes,700000,2800000,6,814,1500000,1300000,1100000,200000, Approved
888,5, Graduate, Yes,2000000,5800000,2,642,6000000,600000,1800000,2200000, Approved
889,5, Not Graduate, Yes,300000,1000000,10,495,600000,600000,500000,400000, Rejected
890,3, Not Graduate, Yes,2800000,6300000,12,683,4600000,2400000,2200000,2800000, Approved
891,2, Graduate, Yes,1100000,1700000,6,866,900000,2600000,4300000,300000, Approved
892,0, Graduate, No,7100000,14700000,8,796,5000000,10700000,11400000,3100000, Approved
893,2, Not Graduate, Yes,5300000,23500000,20,599,8600000,400000,20000000,3300000, Approved
894,4, Not Graduate, Yes,9800000,33400000,8,658,16700000,18000000,28300000,2700000, Rejected
895,4, Graduate, Yes,7500000,18800000,20,886,19600000,2500000,18600000,9700000, Approved
896,0, Graduate, No,6100000,25400000,18,749,10100000,13400000,13200000,2300000, Approved
897,3, Graduate, No,5100000,6400000,8,602,11000000,12100000,14800000,1400000, Rejected
898,4, Graduate, No,700000,1400000,12,468,2100000,1200000,2000000,800000, Rejected
899,4, Not Graduate, No,800000,1500000,16,844,2800000,1100000,400000,200000, Approved
900,5, Not Graduate, No,6200000,30600000,10,887,7800000,9300000,22800000,4200000, Approved
901,0, Not Graduate, No,200000,800000,10,342,600000,200000,400000,200000, Rejected
902,2, Not Graduate, Yes,600000,2100000,8,319,1700000,100000,1000000,100000, Rejected
903,0, Not Graduate, No,2300000,2300000,4,369,1000000,5300000,4400000,2000000, Rejected
904,4, Not Graduate, No,8800000,15300000,2,532,11500000,7200000,25500000,6800000, Approved
905,3, Graduate, No,4600000,16300000,8,396,4200000,3600000,8400000,4800000, Rejected
906,2, Graduate, Yes,7100000,17900000,16,830,17000000,3400000,12800000,2900000, Approved
907,4, Graduate, No,4200000,19700000,6,849,8500000,10400000,3000000,2500000, Approved
908,5, Not Graduate, Yes,1800000,7300000,4,408,3300000,4200000,3500000,1800000, Rejected
909,1, Not Graduate, Yes,3800000,10600000,8,798,10300000,3300000,3900000,600000, Approved
910,4, Graduate, Yes,1000000,4000000,12,384,1300000,700000,3500000,300000, Rejected
911,5, Graduate, Yes,7700000,37700000,6,773,11300000,15500000,12900000,3800000, Approved
912,0, Graduate, Yes,1900000,5400000,6,519,5800000,2000000,7300000,500000, Rejected
913,4, Graduate, No,3800000,13600000,4,324,13000000,9200000,11000000,600000, Rejected
914,0, Not Graduate, Yes,9800000,39500000,8,557,27100000,22100000,30800000,14500000, Rejected
915,4, Graduate, No,6000000,12000000,6,794,5500000,11400000,22900000,4400000, Approved
916,4, Not Graduate, Yes,4600000,20900000,18,860,2600000,1000000,6100000,3900000, Approved
917,5, Not Graduate, No,5500000,7600000,20,372,4900000,9700000,13700000,2500000, Rejected
918,3, Not Graduate, Yes,7800000,28000000,8,802,12400000,19300000,5000000,900000, Approved
919,1, Not Graduate, No,2600000,10700000,2,476,2600000,2400000,2200000,3000000, Rejected
920,4, Graduate, No,6400000,22100000,2,578,20300000,14100000,11400000,7100000, Rejected
921,1, Not Graduate, Yes,8700000,25900000,8,365,21000000,8900000,25100000,12700000, Rejected
922,0, Not Graduate, No,5800000,20100000,10,884,9100000,14100000,19800000,800000, Approved
923,0, Not Graduate, Yes,4500000,7200000,12,774,5000000,7400000,6300000,1300000, Approved
924,5, Graduate, Yes,1600000,3000000,8,686,2300000,400000,5000000,1800000, Approved
925,2, Graduate, No,2600000,5400000,8,736,4600000,3100000,3300000,1500000, Approved
926,0, Not Graduate, No,9400000,31900000,6,825,24000000,1200000,4900000,1800000, Approved
927,0, Graduate, No,5500000,15200000,12,386,2700000,5400000,3800000,2900000, Rejected
928,0, Not Graduate, Yes,3100000,6100000,14,447,9300000,7100000,7900000,700000, Rejected
929,4, Graduate, Yes,4300000,19500000,2,322,2700000,2500000,9600000,5500000, Rejected
930,0, Graduate, Yes,5800000,14500000,10,593,6200000,13800000,8400000,7700000, Approved
931,4, Graduate, No,5400000,15000000,14,596,18800000,1300000,2800000,5400000, Approved
932,3, Graduate, No,7000000,18500000,14,317,5800000,11600000,17400000,4500000, Rejected
933,1, Not Graduate, Yes,2700000,4700000,12,697,1400000,6500000,9100000,3200000, Approved
934,5, Not Graduate, No,6500000,25500000,12,305,15000000,10600000,4800000,6400000, Rejected
935,2, Graduate, No,4500000,12600000,14,776,6700000,10100000,13800000,5400000, Approved
936,2, Not Graduate, No,9400000,10000000,8,723,4700000,23300000,25600000,7700000, Approved
937,4, Not Graduate, Yes,1700000,8300000,12,789,400000,2700000,3700000,2500000, Approved
938,3, Graduate, No,1600000,6800000,8,371,700000,3100000,1100000,800000, Rejected
939,4, Graduate, Yes,4700000,18300000,10,823,9000000,400000,17500000,4400000, Approved
940,3, Graduate, Yes,5100000,22800000,4,629,4900000,5400000,11100000,6300000, Approved
941,5, Graduate, Yes,6900000,31900000,8,818,19100000,5000000,13100000,9300000, Approved
942,2, Graduate, No,4100000,9600000,4,718,12400000,8400000,14400000,5800000, Approved
943,1, Not Graduate, No,9100000,31300000,6,694,6200000,15400000,31500000,5900000, Approved
944,0, Graduate, No,4800000,16500000,10,319,6300000,7400000,14600000,5200000, Rejected
945,1, Not Graduate, No,1400000,2900000,12,715,1000000,3300000,4800000,700000, Approved
946,4, Not Graduate, Yes,1300000,2500000,20,569,1500000,300000,1200000,1300000, Rejected
947,5, Graduate, No,9700000,14100000,2,810,9600000,23100000,30700000,3500000, Approved
948,1, Graduate, No,1500000,5500000,18,711,4200000,400000,2500000,1000000, Approved
949,0, Not Graduate, Yes,9400000,38800000,8,344,12600000,8200000,33200000,13100000, Rejected
950,4, Not Graduate, No,2900000,11700000,16,834,5300000,4600000,5200000,3600000, Approved
951,4, Not Graduate, No,1100000,2500000,14,337,2700000,900000,800000,900000, Rejected
952,0, Not Graduate, No,3100000,5600000,20,479,9000000,5300000,6000000,900000, Rejected
953,0, Graduate, Yes,6200000,17400000,4,430,7400000,12000000,19500000,4100000, Rejected
954,2, Graduate, Yes,4300000,13700000,20,885,3800000,8900000,9700000,1300000, Approved
955,2, Graduate, No,7800000,36500000,2,392,26700000,3500000,24700000,1500000, Rejected
956,0, Not Graduate, No,6100000,27400000,18,807,7700000,2800000,3800000,8400000, Approved
957,3, Not Graduate, No,4100000,19100000,14,433,9900000,500000,4600000,3200000, Rejected
958,2, Not Graduate, No,6400000,28200000,10,691,15600000,7900000,15800000,1400000, Approved
959,4, Graduate, Yes,9700000,39500000,8,354,18400000,3300000,17900000,10700000, Rejected
960,5, Not Graduate, No,4200000,12000000,2,535,4000000,3300000,12100000,900000, Rejected
961,0, Graduate, Yes,1700000,2000000,18,674,1100000,3600000,6600000,1100000, Approved
962,2, Not Graduate, Yes,4200000,5600000,16,727,7600000,10000000,11800000,1800000, Approved
963,4, Graduate, No,8400000,21500000,20,824,15800000,17300000,16500000,2800000, Approved
964,0, Not Graduate, Yes,2300000,4700000,16,790,6300000,0,5500000,1900000, Approved
965,5, Not Graduate, No,9500000,16000000,20,611,24200000,13500000,35100000,10500000, Approved
966,2, Not Graduate, No,5900000,28400000,18,482,18900000,2500000,16800000,4600000, Rejected
967,4, Not Graduate, No,6000000,10700000,10,457,20400000,5600000,19900000,7500000, Rejected
968,3, Graduate, Yes,3300000,16000000,16,896,8600000,3500000,5100000,4600000, Approved
969,5, Graduate, No,9200000,37200000,6,665,4200000,21700000,28600000,11300000, Approved
970,0, Graduate, Yes,500000,1800000,16,846,800000,800000,500000,700000, Approved
971,5, Not Graduate, Yes,3100000,11500000,14,560,6800000,2100000,9700000,4300000, Rejected
972,3, Not Graduate, Yes,4300000,10000000,10,591,9200000,6900000,15400000,5400000, Approved
973,4, Not Graduate, Yes,4800000,17200000,14,796,3800000,11400000,17500000,2400000, Approved
974,4, Graduate, Yes,4800000,8400000,6,734,10200000,700000,4400000,1700000, Approved
975,3, Graduate, Yes,1600000,7600000,14,420,2200000,3300000,5400000,1800000, Rejected
976,2, Graduate, Yes,2400000,5300000,10,614,3200000,1300000,2100000,3100000, Approved
977,4, Not Graduate, Yes,1100000,2200000,8,428,3200000,400000,2400000,1400000, Rejected
978,3, Not Graduate, No,5800000,22300000,20,757,9200000,13000000,16800000,5800000, Approved
979,5, Not Graduate, No,3600000,13100000,2,317,7000000,0,7900000,4500000, Rejected
980,4, Not Graduate, No,5700000,16000000,16,797,11700000,10600000,9600000,6200000, Approved
981,3, Not Graduate, Yes,5900000,20800000,6,858,12100000,1300000,17100000,6100000, Approved
982,3, Graduate, Yes,7000000,11500000,6,313,6300000,10800000,19700000,1200000, Rejected
983,1, Not Graduate, No,5500000,20300000,4,678,12000000,8500000,14000000,4100000, Approved
984,4, Not Graduate, No,6500000,13500000,4,347,8500000,14000000,15300000,1000000, Rejected
985,1, Graduate, Yes,5900000,12300000,4,516,13900000,12100000,17500000,1400000, Rejected
986,3, Not Graduate, No,6500000,10700000,18,502,4400000,11100000,12400000,5600000, Approved
987,4, Graduate, No,6200000,14400000,20,612,21600000,5900000,4600000,1000000, Approved
988,2, Not Graduate, Yes,3200000,7400000,12,851,8800000,1300000,7600000,4400000, Approved
989,5, Graduate, Yes,2600000,7300000,2,577,4100000,4100000,7900000,1900000, Approved
990,0, Graduate, Yes,7900000,13900000,18,539,9400000,9800000,12200000,8500000, Approved
991,1, Not Graduate, Yes,3500000,6200000,14,355,5200000,700000,3500000,1100000, Rejected
992,1, Graduate, No,5500000,17400000,12,833,14200000,13100000,20300000,7100000, Approved
993,5, Graduate, No,2100000,3200000,20,489,5000000,1700000,7400000,1600000, Rejected
994,3, Not Graduate, Yes,4400000,16500000,10,577,11100000,0,11700000,3900000, Rejected
995,1, Not Graduate, Yes,5300000,25300000,8,355,16600000,11900000,17200000,5300000, Approved
996,5, Not Graduate, No,6300000,17100000,16,473,10700000,9100000,24500000,5400000, Rejected
997,2, Not Graduate, No,5300000,24400000,12,632,12800000,9700000,13200000,4700000, Approved
998,1, Not Graduate, Yes,3700000,5200000,16,841,6100000,1400000,5000000,4200000, Approved
999,5, Graduate, Yes,9600000,11200000,14,497,22100000,9700000,26300000,11800000, Approved
1000,0, Graduate, Yes,5200000,20200000,18,636,9200000,8400000,19200000,2700000, Approved
1001,5, Not Graduate, No,8100000,32800000,8,826,22400000,5100000,23600000,11300000, Approved
1002,0, Not Graduate, Yes,7400000,32400000,2,516,1600000,13000000,4400000,4400000, Rejected
1003,3, Graduate, No,5600000,6900000,10,477,5100000,3300000,20800000,2700000, Approved
1004,3, Graduate, Yes,8800000,36100000,14,326,10400000,4600000,27600000,4700000, Rejected
1005,5, Graduate, No,1400000,3500000,18,845,4600000,0,2700000,800000, Approved
1006,5, Not Graduate, Yes,9200000,20400000,6,366,17200000,6500000,36400000,5000000, Rejected
1007,5, Not Graduate, No,8500000,14400000,16,429,11900000,5200000,25700000,10900000, Rejected
1008,5, Graduate, Yes,5100000,25400000,18,383,7800000,9700000,17300000,4500000, Rejected
1009,5, Graduate, Yes,7300000,9200000,18,725,12300000,10400000,27700000,10600000, Approved
1010,3, Not Graduate, Yes,5200000,22400000,18,519,15900000,2300000,3300000,1100000, Rejected
1011,5, Graduate, Yes,2800000,10000000,20,723,9500000,4000000,9000000,2700000, Approved
1012,4, Not Graduate, No,8000000,31500000,14,665,23900000,4500000,14800000,1900000, Approved
1013,2, Not Graduate, Yes,2600000,10000000,8,309,7700000,2800000,9200000,1900000, Rejected
1014,5, Not Graduate, No,3200000,14200000,10,484,2700000,7100000,11400000,2000000, Rejected
1015,0, Not Graduate, Yes,5200000,9000000,16,302,5700000,9400000,17700000,5500000, Rejected
1016,0, Not Graduate, No,8400000,8400000,6,339,18200000,13700000,27100000,9600000, Rejected
1017,0, Not Graduate, No,3900000,13200000,14,584,9200000,2700000,12800000,1700000, Approved
1018,3, Not Graduate, Yes,5000000,12100000,12,459,4300000,1600000,7700000,1900000, Rejected
1019,0, Graduate, Yes,600000,900000,14,353,1600000,1100000,1200000,400000, Rejected
1020,1, Not Graduate, No,1300000,2300000,10,545,1100000,1800000,1200000,600000, Approved
1021,1, Graduate, Yes,700000,1600000,16,571,700000,1100000,2400000,700000, Rejected
1022,1, Graduate, Yes,900000,1200000,2,896,1100000,2200000,2500000,700000, Approved
1023,0, Graduate, Yes,8700000,10700000,16,697,26000000,7600000,23000000,10900000, Approved
1024,1, Graduate, No,8400000,39200000,18,536,22000000,16800000,11400000,12400000, Rejected
1025,1, Graduate, No,8200000,18400000,18,584,16000000,11500000,21800000,5200000, Approved
1026,4, Graduate, No,700000,3500000,20,353,2000000,400000,1500000,1000000, Rejected
1027,3, Not Graduate, Yes,900000,4400000,8,532,2600000,100000,3600000,1100000, Approved
1028,1, Graduate, No,2900000,4600000,2,649,4300000,4500000,10200000,900000, Approved
1029,0, Graduate, No,5700000,22000000,14,312,15800000,4200000,13300000,7200000, Rejected
1030,3, Graduate, No,3400000,11600000,2,852,3000000,5900000,11300000,2600000, Approved
1031,1, Not Graduate, No,4900000,18400000,6,609,9100000,8600000,5300000,5400000, Rejected
1032,4, Not Graduate, No,1800000,2500000,16,772,1100000,2000000,1500000,2000000, Approved
1033,1, Graduate, No,7300000,12800000,12,465,11700000,9800000,19800000,9800000, Rejected
1034,5, Graduate, Yes,3200000,4200000,14,802,6100000,5000000,9700000,3700000, Approved
1035,0, Not Graduate, Yes,800000,2700000,16,520,400000,900000,500000,1000000, Rejected
1036,5, Not Graduate, No,7400000,36600000,4,857,12800000,16200000,8900000,4100000, Approved
1037,4, Graduate, No,9000000,33200000,16,613,21200000,1700000,21400000,13200000, Approved
1038,4, Not Graduate, Yes,300000,1200000,12,682,700000,700000,200000,300000, Approved
1039,5, Graduate, Yes,4400000,21700000,10,422,1700000,400000,8700000,5200000, Rejected
1040,2, Graduate, No,8300000,30800000,10,897,4300000,4300000,18200000,10800000, Approved
1041,4, Graduate, No,7100000,8200000,12,415,9700000,12600000,26500000,1900000, Rejected
1042,3, Graduate, Yes,8500000,38000000,12,320,25300000,1800000,13600000,4900000, Rejected
1043,4, Not Graduate, Yes,4200000,10300000,8,564,12900000,2800000,4600000,5300000, Approved
1044,3, Graduate, Yes,3800000,3900000,6,801,4600000,1500000,2000000,5300000, Approved
1045,5, Not Graduate, Yes,7100000,21500000,4,853,18300000,12800000,6600000,8200000, Approved
1046,1, Graduate, No,1700000,8100000,8,815,3600000,2500000,5300000,1300000, Approved
1047,4, Not Graduate, No,2500000,5100000,6,632,8600000,400000,5100000,1100000, Rejected
1048,0, Graduate, No,6000000,17800000,12,850,3100000,6900000,7200000,5000000, Approved
1049,0, Graduate, No,6700000,11400000,20,595,13500000,3500000,25200000,4400000, Approved
1050,4, Not Graduate, Yes,1300000,1600000,4,587,2800000,3100000,4200000,1700000, Approved
1051,1, Not Graduate, No,5100000,6700000,8,408,6200000,1400000,4600000,4600000, Rejected
1052,0, Not Graduate, Yes,3700000,14500000,2,773,1300000,5500000,5300000,2400000, Approved
1053,3, Not Graduate, No,5100000,22700000,20,489,1900000,6100000,17700000,4100000, Approved
1054,3, Graduate, No,9500000,14900000,16,417,16100000,13700000,27800000,13400000, Rejected
1055,3, Graduate, No,900000,1900000,6,522,2200000,2200000,3400000,900000, Approved
1056,2, Not Graduate, Yes,9900000,17600000,10,662,24900000,8400000,7600000,4200000, Approved
1057,4, Not Graduate, Yes,4600000,5100000,16,462,3700000,8600000,14800000,3700000, Rejected
1058,0, Not Graduate, No,7700000,24700000,20,515,23300000,8600000,5900000,5800000, Rejected
1059,0, Not Graduate, Yes,4300000,16300000,12,498,6200000,7100000,7200000,2300000, Rejected
1060,2, Graduate, No,3200000,11500000,6,658,10800000,2900000,10000000,3600000, Approved
1061,5, Not Graduate, Yes,7700000,19700000,14,729,4500000,4400000,23000000,3700000, Approved
1062,4, Graduate, No,6900000,22200000,14,706,20400000,1400000,3500000,5400000, Approved
1063,3, Not Graduate, Yes,1600000,2200000,14,384,5100000,400000,1900000,1100000, Rejected
1064,5, Not Graduate, Yes,7100000,11500000,2,508,20700000,17000000,22900000,5400000, Approved
1065,5, Graduate, No,7500000,35500000,16,689,21500000,14800000,7100000,6700000, Approved
1066,0, Graduate, No,4000000,16200000,2,429,5600000,2400000,6600000,4200000, Rejected
1067,3, Graduate, Yes,9200000,39500000,20,341,23500000,12200000,10500000,2800000, Rejected
1068,5, Graduate, Yes,6400000,29900000,18,493,13500000,11400000,5700000,3200000, Approved
1069,1, Graduate, No,3400000,12200000,12,707,5400000,3000000,11700000,4000000, Approved
1070,0, Not Graduate, No,300000,1400000,14,699,1000000,300000,200000,400000, Approved
1071,2, Graduate, Yes,6800000,18100000,2,377,7900000,12200000,16200000,1100000, Rejected
1072,5, Not Graduate, No,2200000,2200000,18,706,3400000,1300000,6400000,400000, Approved
1073,1, Graduate, No,7600000,9500000,6,416,24200000,10000000,5300000,10700000, Approved
